cleaned_stemmed,sentiment_prediction
yg rugi justru orang bedebah agung joko mulyono rakyat sdh cundang keluarga gila pangkat gila derajat tunggu bln lg mantan lurah yg sakit post power syndrom stlh hilang jabat kena karma atas rugi negara dg hutang negara yg tanggung rakyat indonesia,negative
roky mmpus kna badan besar g kutik raga nya,negative
gimana kalo yg main tau cara ngakalin hukum ga takut malah nantangin minta bukti,negative
blg cundang padhl balik iya,negative
pantesan hukum amburadul yah hakim kayak gin,negative
kasihan skali org ituh,negative
cuman pakai kata istilah filsafat kata cerdas kl ngomong bhs filsafat lawan harus ahli filsafat,negative
kalaha debat emosi kasi,negative
silpester nonton vidio,negative
enak nih karungin roky gerung anis mutar mutar minta fakta ngk bukti,positive
luar biasa bang roky,positive
bg rocky,positive
bung roky orang pintar,negative
silfester sampah banyak mkn bansos blt,negative
silvester gak didik,positive
mantabb rokcy,positive
salut rocky salah besar tanya jawab fakta teori opini dapat otoritas sama jangan bodoh rocky sesat pikir kalau ikut moga generasi muda pikir lebih arif filsafat ajar bijaksana bukan ajar cara dasar tuduh fitnah,positive
nama jilat mana yg ngaku njilat,negative
ngomong benar kok anggap hina silfester baik undang acara apa depan tv,negative
roky memang bikin pinter rakyat,negative
udah bawa bawa rakyat kok susah yah nyari komentar yg dukung bapak jas biru muda semangat pak meski entah rakyat yg mana sama,positive
udah rahasia umum kalo pino ngomong balik yg jd nyata,negative
pancing,positive
puji aiman temu mahluk bu uq utk debat rg,negative
roky kena mental maki maki muter muter ky odong,negative
sini lihat siapa yg bobot siapa yg sampah cara berfikirnya,negative
gk bayang klo d kasih jabat org sprti ancur negara,negative
gerung kok bs jadi nasum i news trak record sd tahu perdebatanya ujungx kacau,negative
mana yg dungu sih orang sdh tau,negative
pancing emosi tau kebodohanya,negative
mantap bung rg teteup santuy sifelter main fisik jijik ih,positive
dukung silvester,positive
rocki pengetahuanya emang atas rata,positive
rakyat ga yg komen temennya laku ky gin wkwk,negative
kaami lihat dengar simak tau bung rocky mmg bijak otak teri ma pentampaian nya sehat selalu buat bung rocky,positive
imam syafi i pernah kata apabila kamu sedang sampai benar kamu dapat reaksi yg beda orang cerdas renung orang bodoh singgung sini jelas roky bongkar bodoh orang yg benama manusia silfer,negative
kaya orang pinter pinter sendiri terang mbulet mbulet,negative
mantap bung rg klau pukul balas,positive
gantung sudut pandang masing pribadi,positive
bawa kambing masuk air paling susah padahal mandi bersih tp nama kambing gak terima tp bung rg tetap mau jelas dosen sungguh,negative
bung rocky orang cerdas,negative
yg bilang roki keren sangat bodoh,negative
debat jilat keritik,negative
udah kali aku liat dilfester matutina emosi beda banget kualitas sama kaaum intelek kenal bahkan rasa lebih buruk dariada aku sendiri,negative
siap siap meme gambar wajar silefester wkwkk,positive
rg tanya simple jwb muter dasar rg cm ahli masturbasi kata kata maklum jomblo,negative
silfester kalah telak malah emosi serang pribadi bung rocky liat keilmuwannya telanjang,negative
ngotot akhir jadi otot,negative
betul sekali rocky gerung memang tdk guna pribahasa tong kosong nyaring bunyi hasil ilmu tdk terap utk bangsa batas ajar,negative
yg bela rg coba denger baik teori doang rg muter ga ujung teori yg dipake jg apa relevan zaman sekarang tokoh yg sebut rg perilaku nya ga sama dng tokoh paham jangan goublok mau bohongin rg lari teori doang jawab aja apa bukti,negative
silvester wakil,positive
rocky gerung tu punya prestasi buat rakyat indonesia ngak,positive
rocky gerung siapa apa jasa rocky negara cerdas masyarakat masyarakat mana dukung rocky oasti gimana kalo netral bukan pihak siapa rocky argument bilang bodoh dungu bahasa indonesia kata kata sensitive arti buruk bahasa al quran rendah sama makhluk nya kata cerdas cipta sains ilmiah kata cerdas pandai kata kata katakam cerdas gampang nya rendah orang ketidakmampuan ilmu debat guna sekalipun cerdas kalo omong dungu bodoh goblog sama makluk cipta tuhan celaka orang cerdas jenius orang cipta sains ilmiah bagai bidang raja namrud steven haking tesla al bert einten sayang kecerdasanya lawan kodrat tuhan celaka lah rocky cipta ilmu sains bilang pintar jenius gampang rendah orang bahkan orang tau apa apa rendah luar biasa berani lawan tuhan rendah sama makluk ciptaanya hati hati bos dosa mati mulut apabila mulut jaga bunuh,negative
rocky main kata apa guna negeri,negative
sorry mulyono kecewa nih x periode dukung kl tnyt lo begini,negative
aah sayang kok gak bogeem,negative
kwalitas silvester tum ormas nol besar,positive
silver kok gitu cara debat arogan situ bukan tempat bos,negative
lulus smp ikut terus bung roxy kini faham ttg politik tetek bengek nya gass terus bung roxy,negative
silfester nyata cupu,positive
sangat jauh langit bumi pola berfikir rocky sang jilat bravo rg,positive
bung roky bodoh orang,negative
akhir video silvester tunjuk dungu wakil junjung,negative
kasihan x lawan rocky gak balas dgn ilmu balas bahasa kasar kotor pribadi lucu gak bagus,positive
orang hukum bukan mesti tenang lagi tampil adil kan atur tv kok malah spt ngga tau atur,negative
pinter kata kata punya karya,positive
yg pake jas sangat bodo ambil putus rg cerdas nya mmg atas rata,negative
rg biyasa naik gunung sendiri nyali lebi hebat,negative
ayo dukung si rocky biar tambah mabuk,positive
malah ngaku kan oon,negative
tenryta rg bener silfester aku jilat dgn amarahnya,negative
udah mau juta orang yg nonton blm x jam bgitu dahsyat bung rg nyala abang,negative
orang hukum tanya apa gabisa jawab mantul kali bang rocky,negative
pak silfester perlu ajar lagi sndiri blom ngertii pak rg,negative
kalo lawan rocky langkah awal kudu ngatur emosi doi emang jurus sikat lawan argumen pake omong yg pedes,negative
kalah ilmu,negative
lihat orang yg pintar debat mantap pak rg,positive
pantau silvester blm siap adu mekanik hadap rg,positive
salut rocky tetap tak pancing emosi,positive
ndak pasal,negative
gaya gaya an mau nonjok malah deketin rg jadi ciut,negative
benernya klu orang kalah debad emosi,negative
satu ikan udah pancing abis nyerang pribadi terus nuding org yg nyerang pribadi jelas pancing emosingnya wkwkw,negative
mantap bang rocky situ kaya lawyer kok attitude kayak preman mending jadi tukang parkir bos,positive
ahli hukum ko kaya admin pinjol wkwk,negative
william occam aja si silferster kagak tau,positive
silfester perlu tensi darah tinggi,negative
silfester sok hebat kosong tanya malah belok orang bilang belok ngomong siapa orang hukum kejar malah ngacir,negative
awowoaka owi dungu,negative
salut sama cerdas bung roxy buka uak dungu jokower tonton muka publik,positive
rokky emang keren tdk lanjut,negative
hhaa kocaakk,negative
silfester stres kalah cerdas sama rokygerung,negative
gerung gerung gerung bisa gerung gerung,positive
pak rocky peran devil advokat uji pikir batas mampu lawan berfikir baca ingat skripsi ku dulu dosen benar uji cara berfikir menganalisa batas mampu ku,negative
baca buku sd udah bohong bohong kosong tambah baperan sempurna sekali orang,negative
gak sih ketawa,positive
wkwk keren rg yg jas biru lngsung emosi pancing,negative
hhaa ilmu mau debat malu sendiri jadi nya,negative
jangan cuma pintar ngomong perlu hasil kerja,neutral
aneh video ngga sampe trending youtube,positive
guna buat provokasi bagus nih perlu utk provokasi orang pak mul,positive
rocky gerung tdk perlu pon silfester jilat mengkriik bagi ilmu bukan rendah ilmu lawan debat hindar pojok lawan debat tdk sehat tonton unan t bdg,negative
memang gk roki gerung indo jagan klo roki gerug yg jd persiden lebih parah lg nyata,negative
yg maki tampak lebih bodoh pak rocky gerung santuy sekali gas terus,negative
kocak ikan pancing,negative
kata silfester cermin orang hukum banned seluruh stasiun tv didik etika jelas,negative
gk mikir akhir ledak,negative
bung rocky lawan otak si silfester kuliah nyolongan jgn ijazah palsu,negative
hahahaha pancing bapak menang,positive
awal ucap rg narasumber jadi jilat lah silvester jadi bakar jenggot padahal lain diam sudah mungkin benar silvester orang jilat,negative
padahal prof si daus oiwobo,negative
pacta sunt servanda buah prinsip hukum perdata janji ikat pihak janji layak undang undang bapak mau ngaitin prinsip sama contoh biar logika pikir sama potong terus jadi baru buka udah sangka ngomong kesana kesini,negative
googoo rg,positive
sehat selalu bang rocky salam akal sehat,positive
ngomongin parsimoni doang brp menit,negative
ngomong lover tpi bicara nya ngawur,negative
rocky cerdas tp muter bikin orang vsaya mnggut tp benar g ngerti mungkin jug ha ha biar kira pintar,negative
jangan lawan iblis dgn debat iblis lebih pandai lihai main kata kata jangan lawan iblis dgn fakta iblis sangat pandai licik bolak balik fakta jangan lawan iblis dgn cerdas iblis lebih cerdas licik bravo rocky gung gung,negative
kalah debat kok emosi gak lawan debat rocky indonesia,negative
syilperter kalah literasi tahu jadi main emosi,negative
emosi y kontrol debat bukti tolol y hakiki,negative
sehat selalu bang rocky cerdas anak bangsa gunung yg besar tinggi takluk dgn kuat pikir beda dgn yg badan besar,positive
ealah malah ngamok malu maluin lu pak,negative
emosi dungu mulai nampak salam koplak mantap pak rocky,positive
tunjuk tunjuk pakai tangan kiri etika memang tdk sama sekali,positive
kayak gin nih bakal viral,negative
masyarakat yg punya otak hati tau lah kalo mulyono cawe,negative
si manusia silver memang jilat alih alih adu argumen malah ngajak adu otot kalo lu kuat tinju ikut mma no rocky no party salam akal sehat,negative
mantab bg rocky,positive
satu harga diajarin rocky hari prinsip debat sederhana pedestalnya sama tuju debat,positive
b rocky sll beri ilmu baru cara berfikir,positive
silfester ga punx etika debat,negative
tonton ga mutu,positive
kna banyak pasal tuh kalo mau d lanjutij,negative
njir bantai wkwk,negative
ngga rasa bodohin ko nikmat,positive
percuma debat sama orang yg isi otak nya tanya jawab nya gilir orang mau terang kan langsung nyericos nya adu otot bukan adu otak,negative
hajar rocky gerung minta bukti tele tele,negative
mantaap rocky gerung,positive
lihat mana yg mana yg isi maju terus prof rocky,positive
jaz biru udah makan banyak uang,positive
uda lah bpk yg mau erti negara jangan tanggap cagkeme roki gorong sumpel aja mulut busuk nya s lalu mengatan bujuk manusia sskit hati karna zpa gak laku perintah,negative
blm level rocky gerung silvester jauh bawah rocky,negative
ciri ciri orang dungu kendali emosi hadap orang banyak,negative
jilat bukan jabat uang harta bebas tengger catut nama kuasa penting pribadi masuk kategori jilat bung,negative
sehat terus pak rocky cerdas hidup bangsa,positive
bravo bg roki,positive
akal sehat vs akal dungu brutal,negative
hidup bung rocky pak anies lanjut,negative
wkwkwk tonton macam apa didik,negative
coba dengar bahasa rocky gerung gak adap sama sekali yg panggil dosen prof beril adap kalau bicara,negative
ih sil emosi kalau tsk mampu debat diam sj jangan tunjuk bodoh preman aduh malu,negative
goreng rg makanya jangan sok pinter,positive
orang hukum lawak,negative
jilat kok gak mau bilang jilat,negative
aiman nikmat bgt anjrr,positive
debat tpi ajak debat emosi,negative
kira nih tumben nya bung rocky debat ama dc,negative
kalau silvester rasa benar beban rasa pihak yg menang ngapain emosi sama roky jawab apa ada tanda mampu jawab roky,negative
depat tpi ajak debat emosi,negative
dungu nyata emosi debat,negative
kocak banget lawan bung rocky model gitu,negative
ahli hukum nya lihat dungu asli rocky gerung lawan,negative
klo emang bukti knpa ga langsung sebut aza biar yg jga langsung mingkem ane nonton smpe abis nih video blom denger rocky gerung sebut bukti nyata mulyono hrusnya rocky sebutin bukti nyata bhw jokowi ud cawe biar silfester ga ngelak bila perlu bukti otentik yg nyata msh langsung detik klo bukti psti silfester langsung diem audiens makin rame,negative
pak rocky d lawan,negative
yg d maksd rg pacta sunt servanda asas hukum arti janji tepat,negative
bung rocky pinter manajemen emosi pinter pancing emosi lawan bicara lawan rocky tuh memang diladenin tanya yg lontar nyata lawan kali pancing bung rocky,negative
mantap bung rocky udah hasil keluarin khodam mbah owi,positive
parah makin liat kedongooannya tuh,negative
kurang nya ilmu tingkat emosional ny tinggi walaupun sarjana,negative
bapak kau menang menang dgn cara kotor bangga,negative
pakai jaz tp tdak ilmu kosong kosong nol besar lanjut bang rocky kalau mau gelut mau kelahi bangsa sllu dukung hantam kepala yg jas,negative
wong roky stess kok lawan,negative
lihat ngak faham tadi bilang sd baca buku gilir tanya malah ngak faham,negative
aiman mirip ronaldowati,positive
mantaap pak silfester terus kan,positive
lihat silfester ga pikir,negative
bung roky jangan mau bicara sama orang guna,negative
berisik bgt woi ambil lah mic nya yg jas biru ngeselin bgt,negative
gak ngerti bung rocky,negative
orang pintar cerdas baik tp lebih baik bagus orang agama yg sholeh taat beibadah,positive
r garong sdh gila pikir hebat padahal semua orang waras ketawa ketiwi liat kayak wayang gila,negative
emosi hahahahahaha,negative
sering jadi logical fallacy debat serang tantang premise ideas bukan karakter personal bahas hari professional hingga bawa emosi,negative
ganti ruhut emosi ga kontrol kalah argumen serang pribadi,negative
rg dikatain bujang lapuk reaksi tenang senyum eh rg bilang silfester jilat ngamuk ngak etis ngak cocok hadir dlm debat ikut ngak punya ilmu yg pada sangat malu,negative
aiman memang neng kalau tamu undang ributt gk cegah nenengai,negative
justru rg akal jadi hidup,positive
ikan pancing nama ikan maksud pak jokowi alias pak mulyono nama silfester,positive
rasa rg guna utk jd byk ilmu tahu,positive
hahahaha ilmu silvester ga apa apa ama rocky wkwkwkwk,positive
cuman cundang yg bisa marah rakyat sdh tau mana yg benar yg salah mau elit ngomong manis rakyat sdh ga peduli,negative
berfikir baik aja pimpin negara mas,positive
bung rocky buat rakyat baca menganalisa lebih jauh apa terang,negative
rg teori gudang bukti nyata,positive
silver kena jebak betemen ngaku jilat,positive
si gemoy gampang emosi jadi mirip mirip sama dukung,positive
silfester cuma pake issu pribadi buat jatohin lawan debat mana level sama rocky,negative
pancing yg timbul aku rakyat lihat,negative
ngpain bawa anies tuh pak pakk kelihtan banget,negative
silfester kelas paud kau,positive
