cleaned_stemmed,sentiment_prediction
pengin rocky gerung mimpin ya hidup riel teori,negative
hos keluar narasumber selvester layak debat blh marah adu argumen bicara selvester liat imbang rocky asyik,negative
silfester jilat rocky manfaat untk negara,positive
dungu lupa publik kalah debat yaa kocak lihat orang tua,negative
anggur acara bisa kaing maki pukul berani biar,negative
pr praktisi hukum shrsnya sadar bhw hukum waras momen sekonyong trjadi ubah pasal pd atur hukum scara common sense pikir masy yakin mnunjukkan indikasi sbh niat jahat hati nurani tegak hukum brperan fakta jarang atur hukum laku penting kuasa kelompok elit apakh atur hukum adil orang sesuai atur hukum salah jls jls bhw atur untung phk mrk trjadi slh contoh inti atur hukum brlaku shrsnya adil bang phk bang penting kuasa klompok sj mutlak trlalu naif bhw akan atur hukum bnr adil bang orang spnjg bukti hukum lantas buat benar hukum ubah enak kuasa fakta mantap bang rocky gerung qta depan hati nurani hot money,negative
konyol silfester ngejawab,positive
lanjut rocky tenang aman kelas abu janda gufron aman orang pinter,neutral
orang bodoh luap emosi menutupin bodoh,negative
tunjuk bodoh kg ngarti ujung efek emosi kluar malu,negative
mantapp rocky orang hebat,positive
silfester undang kapasitas,negative
ikan pancing jilat ngapain marah,negative
rocky gerung nama orang kataka jilat orang tolak jilat jilat jabat proyek perhati dia guna,negative
rocky gerung kuliah lembaga negara th ui terima gaji polri tni pdi lawan debat kali bawa lidah rnenjilaatt,positive
rocky emang hebat bisah bodoh abg emang bodoh ngga bisah rocky jas ajha bagus,positive
loo panas bang,negative
gimana angin dungu,negative
putar ngomong cundang melulu bilang rocky gerung bicara putar hahaha go rocky gerung,negative
lawan pake otak lawan pake otot sedih,negative
rocky badabest,positive
belit si rocky nang terang,positive
rocky sadis serang ajaib tunjuk bodoh lawan,negative
rocky pintar bagus hafal baca kritis berani sayang gabung pintar etika dukung mulyono tuju rocky gerung tunjuk hina kecil orang harga asa orang orang timur msh harga hormat pintar orang rocky agama paham kristen malu situ salah dasar rocky hy puja pesona peryataannya agung selamat rocky moga cepat sadar bhw msh tinggal indonesia pegang teguh adat timur salam,positive
rocky keren dukung,positive
wajah cerah muka kusut gitu cerah,negative
nampak bodoh manusia emosi,negative
mantab rocky ikan pancing aku jilat top narasi salut,positive
orang bijak selesai otak orang bodoh selesai otot orang dungu teriak hujat orang bodoh,negative
misih rocky gerung kayak anak,negative
kasih kendor bang roger,positive
malu tonton orang duel bela diskusi ujung buruk ingat negara ala amerika debat keras bhkn jelek personal indonesia kultur beda biasa debat kasar,negative
bodoh silver,negative
aiman host gitu,negative
ajar debat kepala isi kepala dingin silfester mencak tanda,negative
kasihan rocky jumpa,positive
mantaap rocky lanjuut,positive
rocky putar putar bukti pidana perdata nomor undang brp rocky teori,negative
roci gerong roci gerong pandai suruh pilgub pilpres pilih,negative
gimna rocky jelasin dasar pondosi jelas rocky terang ngak tau guna,negative
si rok ini diksih didik budaya timur enak mulut bicara,positive
susah debat orang pikir rocky ketes orang pikir wkwkwkw,negative
silferter stalon kwkwkwkwk,positive
padan ilmu lawan rocky,negative
ngak kritik ngak uang,negative
onderdil rusak,negative
ajak debat cocok ajak gelut,positive
lawan rocky gerung terbaikk,positive
tawak kalok lihat kaum ceboker diskus amsyong cebok luh biar pinter thanks rocky,positive
dungu malu,negative
rakyat percaya rocky gerung silfester matutina,positive
wkwkwkk jilat,positive
rocky party gass rockyy,positive
rocky nunjuk fester jilat sndiri,positive
selesai nonton bukti,neutral
jilat lagak suci tipologi acara jilat maju gentar bela bayar sembari bayar lho tobat bro kuasa majikan batas,negative
respect rocky bener nyali kokoh batu rocky,positive
kluar dongonya,positive
mati,negative
orang sekolah otak fibawak ahlak didengul,negative
engkau,positive
mantap rooky,positive
rocky gerung emang top markotop,positive
rocky gerung guna tunjuk ultah badut anak doank,negative
balas dapat emosi tanda tolol,negative
beda kelas mudeg kasihan emosi,negative
tebak orang gerung omon tok,negative
seharusnyanya orang kaya basmi negri bodoh elit debat cerita buku buku pakta elit dukung,positive
mahasiswa aduhh,negative
ajak debat rr mati kutu kuliah smester metodologi pikir dijarkan serius biar sarjana pikir,negative
emosi ledak kasar kotor ucap yth terima kasih ajar baju mewah jabat bagus jamin akhlak moral,negative
maksud ngotot biar silfester bongkar sndiri tingkat intelektual diam dengar,negative
silfester preman mulyono akademis,positive
bang rocky mantap orang dungu dungu dalih karna dungu,positive
cermin kuasa triak aok jago,negative
rocky mvp awokwokwowkowkwok,positive
sekolah biar rocky gerung,negative
orang kelas undang,negative
silfester jijik kaliber kontrol emosi nata sumber mesti edukasi pribadi teladan hebat akal sehat rendah dungu,negative
malu keluarga asa emosi pas debat live,negative
lawyer nama rocky lawyer abal ijazah otak,negative
kosong isi silfester,positive
cundang ngatain cundang auto ngakak,negative
noda rocky noda,positive
suruh ring biar tonton gratis salut rocky gerung kendali emosi tanda cerdas,positive
emosi hasil dungu silfester wkwkwkwkk rocky best,positive
rocky ktmu orang hukum pusing cundang btul cundang ngomong putar biar anggap pintar,negative
terima kasih rocky karna tonton bodoh silfester,positive
debat emosi hahahahah,negative
keren rocky gerung top markotop,positive
tugas filsafat punyeng tuh lawan debat,negative
mantabs rocky,positive
bang rocky ttp erti banget kondisi rakyat buktix rakyat derita kebijakn rakyay,negative
silah colek rocky ken rumah gruduk mahasiswa rakyat cerdas rocky rocky party,positive
amat jujur rocky dluan orang bodoh ya marah bukti putar jelasinnya pakai ilmu filsafat goreng ne media dpat untung kasi ya,negative
bang silferstre layak undang,positive
rocky gerung pahlawan nasional,positive
hahahaa bapake arp ngamuk,positive
suka rocky gerung bikin ikan pancing,positive
otakny otak udang rocky ngerti,negative
pake otak pake otot otot sekolah emosi orang intelektual ngamokk malu maluin luhh,negative
sumbu pendek lawyer kwkwkwkwkw silvesterr ohh silvesterr,positive
suddenly become truly plo plo,positive
serius debat gin seru nilai pikir penting,positive
kalah rocky gerung tenang,negative
liat pintar om rocky,positive
rocky gerung samasekali nama jilat ee orang singgung,positive
trik biar proyek si kwn,negative
terima kasih rocky cerdas bangsa,positive
media undang lawak lawan debat rocky,negative
bang rocky depatuh selu ambil buku buku pakta bicara selu buku buku cerita nyata buku cerita pakta cerita buku buku,positive
pas emosi keren samperin rocky,positive
si noel gitu berpikiranya,negative
rocky mundur gaya songong episode keren mantap,positive
beda orang beril,negative
jelas orang tua besar sekolah dungu bodoh sakit hati depan orang pintar bicara pintar otak orang pintar otak pintar bicara,negative
bw rakyat rocky ok,positive
banned,negative
debat bicara bela bayar,negative
debat kalah emosi,negative
manuasia cundang,positive
rocky coba pancing lawan bicara emosi mulu,negative
simpati rocky bicara putar putar ngomongnya kasar akademisi preman,negative
ayo ambil sarung tinjju biar seru,negative
rocky cunndang bru bsa inggris tulalit ngomong gede,negative
lawan rocky bodoh bodoh,negative
enak lihat muka rocky gerung butuh indonesia guna indonesia rocky wakil rakyat thanks,positive
nyimak,positive
silfester plesetan silfester,positive
manfaat rocky gerung kuliah scr gratis omong ddpd kaum kkn manfaat rakyat rakyat korup ya pst manfaat,positive
silfester malu kalah rocky banget gelar sh,negative
real malu,negative
tukang propokasi pecah belah bangsa,positive
hidup rocky gerungg,negative
rocky smart,positive
orang hukum langgar hukum gimana sih silfester,negative
si puja mulyono panik sifat asli susah ajak ngomong,negative
mantep rocky mancing bikin tau kualitas lawa,positive
komisaris,positive
rocky ngomongin njelekin orang,negative
tahu moral,positive
part,positive
silfeter laut deh,negative
payah kali otak frekuensi rocky hadehh paham rocky ajar filsafat hidup pimpin ujung mental selenggara negara orang serakah kulit,negative
kah nasib aiman ilc,negative
malu anjirr,negative
profesor akademisi putar baling bambu terang terang jam terang,positive
rocky gerung simply best,positive
aiman pas bawa acara,neutral
guna silfester level rocky gerung,negative
rocky istri pingin pinang takut serang,negative
kondisi kini stalon,negative
sokk pintar si rokcy gerung putar mulut perempuan bikin gaduh,negative
leo tolstoy war peace anna karenina,positive
rocky gerung manado katholik umat islam taat allah ingat teman orang kafir tutup benar ajar tauhid nabi rasul utus hebat apa ilmu pangkat jabat status sosial orang kafir firman barangsiapa jadi manusia kafir kawan orang orang zalim qs al baqarah wallahua lam bishawwab,negative
anak desa emang rocky baling bener pintir baik negegara ngebacot doank,positive
ya cawe cawe lahh mulyonoo sayang keluarga,negative
rocky guna orang cundang,negative
rakyat suara tonton juta rocky party,positive
selfester pake stallone hasil bodoh muka,negative
malu lowyers gabisa debat minimal gausah hadir,negative
terusin ya pelan,negative
contoh debat akademis orang sd tau kalah debat,negative
gesturnya rocky keren banget sumpah,negative
ngerakeun jir hareupeun budak ngomong kasar katingali penjilatna,negative
otak kapasitas emosi dominasi,negative
ngga ngomong kayak gitu,negative
sehat sehat rocky,positive
tonton haduhh rocky gerung freaming ajah konyoll,negative
ring bang hajar si rocky bonyok,positive
rocky party lanjut,positive
bain mulyono bentar hilang edar tel dosa emosi tensi lho,negative
jempol rocky,positive
mantaff rocky gerung,positive
buzzernya mulyono buanyak ya lihat argumentasi prof rocky ya dasar akademisi kuliah landas pikir baca teori dasar ilmu diskus hal skripsi bab dahulu langsung hasil dasar pikir prof rocky bahas sesuai metodologi pikir landas dasar bahas fundamental landas argumentasi argumentasi pertanggungjawabkan minimal banget bukti argumentasi argumentasi landas ilmu tahu,positive
ahli filsafat larang debat ilmu mantik debat kembang rocky gerung,positive
kasi,positive
satu konyol satu sombong,negative
beneran beril salut rocky,positive
dungu,negative
nemu super lucu,neutral
manusia emosi hilang akal sehat,negative
lbh guna bang rocky pd silver bang bangsa sombong jabat,negative
ikan lihat cacing kail pancing langsung makan kasih kail umpan langsung disamber,positive
oke gass oke gass,positive
kasihan mahasiswa rockyy,positive
debat serang pribadi,positive
wkwkkwkk,positive
lihat ucap si rocky bagaimn kualitas orangtuanya hasil anak sprt rocky,positive
mantap rocky gerung kmi smua motivasi rocky gerung,positive
guna bangsa silfester rocky guna rocky banding mulyono mukidi guna rocky gerung silfester guna orang guna,positive
silfester guna negara bangsa,positive
hahahahha bang rocky dapet ikan,positive
silfester main film rambo sok jago,positive
counterpressnya rocky gerung,negative
ngaku ngaku,negative
suka rocky bicara kali rocky melintir melintir ngomong orang istilah istilah plis jangn putar jelasin istilah ngerti ngerti coba terang paham,negative
silfester tonton tolol hakiki,negative
bodoh bodoh ahli hukum bodoh kecoa hidup rocky,negative
rocky menang mudah debat kali,positive
keluar kalimat kalimat kualitas gagas luas,positive
rocky gerung tenang lawan ya belingsat hahaha,negative
bang rocky guna beliau rugi rakyat beliau beliau indonesia kacau,negative
layak orang undang tv contoh,positive
sehat tuk rocky gerung sikat habis jilat jokowi,positive
kbnyakan ikan asin,positive
rocky party,positive
putar doang,negative
kmujangan bela penhiat bangsa,negative
lawyer usahawan kasar depan mahasiswa betapa malu,negative
lapor wendi tes urine yuuk,negative
kaya bicara anak sd,negative
bukti beda kelas,negative
jilaat teruus,positive
buku maw brower gusdur leo tolstoy baca sd gilir judul buku ngeles topik cawe aneh plus emosi,negative
anak priuk tau ilmu hukum paham rocky gerung terima akal sehat pakai baju biru lau pakai akal sehat tau omongin beliau pakai jas biru laut odgj niat ngeluarin jurus tingkat tau rocky gerung tingkat ribu jurus,positive
kalah debat rocky emosi marah kapasitas tingkat kuli,negative
ini stasiun tv marwah tolong hostnya ganti sj otak acara gin adu domba sajaa,negative
tunjuk emosi dy ngerti erti diam dengar lawan debat merespon malu,negative
silvesteerr rakyat indonesia pandai nurani preet,positive
dih marah,negative
faham ya,positive
rocky rocky banyak teori loe,negative
mahasiswa diri lantang suara rocky gerung rendah silfester matutina rendah status narapidana,negative
waduhh jilat marah bilang jilat jilat,negative
kpai kpai,positive
jas putih debat pakai emosi pake otak,negative
sok ajar sd maw brower jual menang sulit aku kapasitas subjektif da mutu malu saji,negative
mantap bang rocky singgung emang jilat,positive
lanjutanya ya,positive
ya tahu sejarah gampang pancing emosi bodoh malu rocky kereenn ketawa lihat dungu banget,negative
miriss sakit hati wajah negriku arena sedih,negative
malu yaa juta pasang mata tampak dungu,negative
seruu nonton dungu pancing emosi nyala rocky gerung,negative
gtu seru,positive
gemes bat keren rocky,positive
kah orang jokowi malu banget,negative
telak mantaap rocky telakk,positive
marah bodoh,negative
mantap rocky gerung maju suara rakyat dukung,positive
tantrum,positive
hahahahaa,positive
biasa tempa badai angin hujan jalur daki,positive
kocak good luck rocky,positive
sarjana hukum bahaya emosi,negative
rocky musuhx qodari irma kicep dy,negative
rocky kayak si silfester nutut cerna fikiran rocky,positive
